tickerID,IQ_COMPANY_NAME_LONG,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NYSE:POL,PolyOne Corporation (NYSE:POL),Specialty Chemicals ,Research & Consulting Services ,Cyclic crudes and intermediates (2865),"Research, development, and testing services (8730)",Materials,Materials,Chemicals,Specialty Chemicals,0,0,(Invalid Subsector ID),2821,Plastics materials and resins,Public Company,15101050,Synthetic Dye and Pigment Manufacturing (325130)
NYSE:STL,Sterling Bancorp (NYSE:STL),Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:ICPT,"Intercept Pharmaceuticals, Inc. (NasdaqGS:ICPT)",Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:TGNA,TEGNA Inc. (NYSE:TGNA),Publishing ,Publishing ,"Printing, publishing, and allied industries (2700)",Miscellaneous publishing (2741),Consumer Discretionary,Media,Media,Broadcasting,4312101,Television,(Invalid Subsector ID),4833,Television broadcasting stations,Public Company,25401020,"Newspaper, Periodical, Book, and Directory Publishers (5111)"
NasdaqGS:SANM,Sanmina Corporation (NasdaqGS:SANM),Electronic Manufacturing Services ,0,Electronic components and accessories (3670),0,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Manufacturing Services,8132200,Outsourced Technology Manufacturing Services,(Invalid Subsector ID),3672,Printed circuit boards,Public Company,45203020,Semiconductor and Other Electronic Component Manufacturing (33441)
NYSE:GMED,"Globus Medical, Inc. (NYSE:GMED)",Health Care Equipment ,0,"Surgical, medical, and dental instruments and supplies (3840)",0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021200,Therapeutic Devices,(Invalid Subsector ID),3841,Surgical and medical instruments,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:MMYT,MakeMyTrip Limited (NasdaqGS:MMYT),Internet and Direct Marketing Retail ,0,Arrangement of passenger transportation (4720),0,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,4212202,Online Travel Agencies,(Invalid Subsector ID),4700,Transportation services,Public Company,25502020,Travel Arrangement and Reservation Services (5615)
NasdaqGS:INCR,"INC Research Holdings, Inc. (NasdaqGS:INCR)",Life Sciences Tools & Services ,0,Commercial physical research (8731),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,0,0,(Invalid Subsector ID),8731,Commercial physical research,Public Company,35203010,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology) (541712)"
NasdaqGS:RP,"RealPage, Inc. (NasdaqGS:RP)",Application Software ,IT Consulting & Other Services ,Prepackaged software (7372),Computer related services (7379),Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103010,Software Publishers (511210)
NasdaqGM:SAGE,"Sage Therapeutics, Inc. (NasdaqGM:SAGE)",Biotechnology ,Pharmaceuticals ,Pharmaceutical preparations (2834),Pharmaceutical preparations (2834),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical Preparation Manufacturing (325412)
NYSE:TSE,Trinseo S.A. (NYSE:TSE),Commodity Chemicals ,0,"Plastic material, synthetic resins, synthetic rubber, cellulose, and other manmade fibers, except glass (2820)",0,Materials,Materials,Chemicals,Commodity Chemicals,2021200,Industrial Organic Chemicals,(Invalid Subsector ID),2821,Plastics materials and resins,Public Company,15101010,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing (3252)"
NYSE:SAIC,Science Applications International Corporation (NYSE:SAIC),IT Consulting & Other Services ,Data Processing & Outsourced Services ,Computer related services (7379),Data processing and preparation (7374),Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8031100,Information Technology (IT) Consulting,(Invalid Subsector ID),7373,Computer integrated systems design,Public Company,45102010,Computer Systems Design and Related Services (5415)
NYSE:SUN,Sunoco LP (NYSE:SUN),Oil & Gas Storage & Transportation ,0,Fuel dealers (5980),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,4444870,Fuel Dealers,(Invalid Subsector ID),5172,Petroleum products,Public Company,10102040,Fuel Dealers (454310)
NasdaqGS:ZNGA,Zynga Inc. (NasdaqGS:ZNGA),Home Entertainment Software ,Casinos & Gaming ,Prepackaged software (7372),Miscellaneous amusement and recreation services (7990),Information Technology,Software and Services,Software,Home Entertainment Software,8043200,Entertainment Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103030,Software Publishers (511210)
JSE:GFI,Gold Fields Limited (JSE:GFI),0,0,0,0,Materials,Materials,Metals and Mining,Gold,2053010,Gold Ores,(Invalid Subsector ID),1040,Gold and silver ores,Public Company,15104030,0
NYSE:TDS,"Telephone and Data Systems, Inc. (NYSE:TDS)",0,0,0,0,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,9031200,Cellular Services,(Invalid Subsector ID),4812,Radiotelephone communications,Public Company,50102010,0
NYSE:BVN,Compañía de Minas Buenaventura S.A.A. (NYSE:BVN),Gold ,Silver ,Gold ores (1041),Silver ores (1044),Materials,Materials,Metals and Mining,Gold,2053010,Gold Ores,(Invalid Subsector ID),1040,Gold and silver ores,Public Company,15104030,Gold Ore Mining (212221)
NasdaqGS:HQY,"HealthEquity, Inc. (NasdaqGS:HQY)",Managed Health Care ,Health Care Technology ,Offices of health practitioners (8049),Prepackaged software (7372),Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Managed Healthcare,0,0,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,35102030,Offices of All Other Miscellaneous Health Practitioners (621399)
NYSE:JW.A,"John Wiley & Sons, Inc. (NYSE:JW.A)",Publishing ,0,"Printing, publishing, and allied industries (2700)",0,Consumer Discretionary,Media,Media,Publishing,4314100,Printed Media Publishing,(Invalid Subsector ID),2721,Periodicals,Public Company,25401040,"Newspaper, Periodical, Book, and Directory Publishers (5111)"
NYSE:AHL,Aspen Insurance Holdings Limited (NYSE:AHL),0,0,0,0,Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,0
NYSE:SWN,Southwestern Energy Company (NYSE:SWN),0,0,0,0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),4923,Gas transmission and distribution,Public Company,10102020,0
NYSE:MSA,MSA Safety Incorporated (NYSE:MSA),Office Services & Supplies ,Electronic Equipment & Instruments ,"Search, detection, navigation, and guidance systems and equipment (3664)",Measuring and controlling devices  (3829),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Office Services and Supplies,0,0,(Invalid Subsector ID),3842,Surgical appliances and supplies,Public Company,20201060,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing (334511)"
NasdaqGS:ODP,"Office Depot, Inc. (NasdaqGS:ODP)",Specialty Stores ,Computer & Electronics Retail ,Stationery stores (5943),Computer and software stores (5734),Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,4444150,Office Furnishings and Equipment Stores,(Invalid Subsector ID),5940,Miscellaneous shopping goods stores,Public Company,25504040,Office Supplies and Stationery Stores (453210)
NYSE:SUM,"Summit Materials, Inc. (NYSE:SUM)",Construction Materials ,Construction Materials ,Sand and gravel (1440),"Concrete, gypsum, and plaster products (3270)",Materials,Materials,Construction Materials,Construction Materials,2031500,Concrete,(Invalid Subsector ID),1400,"Mining and quarrying of nonmetallic minerals, except fuels",Public Company,15102010,Cement and Concrete Product Manufacturing (3273)
NasdaqGS:BGNE,"BeiGene, Ltd. (NasdaqGS:BGNE)",Biotechnology ,Pharmaceuticals ,Pharmaceutical preparations (2834),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqGS:FNSR,Finisar Corporation (NasdaqGS:FNSR),0,0,0,0,Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111200,Networking Equipment,(Invalid Subsector ID),3577,Computer peripheral equipment,Public Company,45201020,0
NasdaqGS:CATY,Cathay General Bancorp (NasdaqGS:CATY),Regional Banks ,Specialized Finance ,Commercial banks (6020),Business credit institutions (6150),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:JAG,Jagged Peak Energy Inc. (NYSE:JAG),Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Crude Petroleum and Natural Gas Extraction (211111)
NYSE:PNM,"PNM Resources, Inc. (NYSE:PNM)",0,0,0,0,Utilities,Utilities,Electric Utilities,Electric Utilities,9521700,Electric Power Distribution,(Invalid Subsector ID),4911,Electric services,Public Company,55101010,0
NasdaqGS:LIVN,LivaNova PLC (NasdaqGS:LIVN),Health Care Equipment ,0,"Surgical, medical, and dental instruments and supplies (3840)",0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021100,Medical Equipment,(Invalid Subsector ID),3845,Electromedical equipment,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:SIGI,"Selective Insurance Group, Inc. (NasdaqGS:SIGI)",Asset Management & Custody Banks ,0,Investment offices (6720),0,Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,Other Financial Vehicles (525990)
NYSE:RGC,Regal Entertainment Group (NYSE:RGC),0,0,0,0,Consumer Discretionary,Media,Media,Movies and Entertainment,4313100,Entertainment Venues,(Invalid Subsector ID),7830,Motion picture theaters,Public Company,25401030,0
NYSE:JBT,John Bean Technologies Corporation (NYSE:JBT),Industrial Machinery ,0,Food products machinery (3556),0,Industrials,Capital Goods,Machinery,Industrial Machinery,3072500,Food and Beverage Machinery,(Invalid Subsector ID),3550,"Special industry machinery, except metalworking machinery",Public Company,20106020,Food Product Machinery Manufacturing (333241)
NYSE:RBA,Ritchie Bros. Auctioneers Incorporated (NYSE:RBA),Diversified Support Services ,0,Business services (7389),0,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services,3112475,Commercial Auction Services ,(Invalid Subsector ID),7389,Business services,Public Company,20201070,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998)
NYSE:ESL,Esterline Technologies Corporation (NYSE:ESL),Commodity Chemicals ,Electronic Equipment & Instruments ,"Plastic material, synthetic resins, synthetic rubber, cellulose, and other manmade fibers, except glass (2820)","Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,3021100,"Aircraft Systems, Components and Equipment",(Invalid Subsector ID),3812,Search and navigation equipment,Public Company,20101010,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing (3252)"
NasdaqGS:WAFD,"Washington Federal, Inc. (NasdaqGS:WAFD)",Thrifts & Mortgage Finance ,Real Estate Operating Companies ,Savings institutions (6030),Real estate operators (except developers) and lessors (6510),Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6020,Commercial banks,Public Company,40102010,Savings Institutions (522120)
NYSE:MCY,Mercury General Corporation (NYSE:MCY),Property & Casualty Insurance ,Property & Casualty Insurance ,"Fire, marine, and casualty insurance (6331)","Fire, marine, and casualty insurance (6331)",Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,Direct Property and Casualty Insurance Carriers (524126)
NYSE:EVR,Evercore Partners Inc. (NYSE:EVR),0,0,0,0,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132100,Investment Banking,(Invalid Subsector ID),6200,"Security and commodity brokers, dealers, exchanges, and services",Public Company,40203020,0
NYSE:BXMT,"Blackstone Mortgage Trust, Inc. (NYSE:BXMT)",0,0,0,0,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,40204010,0
NasdaqGS:NXST,"Nexstar Media Group, Inc. (NasdaqGS:NXST)",0,0,0,0,Consumer Discretionary,Media,Media,Broadcasting,4312101,Television,(Invalid Subsector ID),4833,Television broadcasting stations,Public Company,25401020,0
NYSE:PFGC,Performance Food Group Company (NYSE:PFGC),Food Distributors ,0,Groceries and related products - wholesale (5140),0,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Distributors,4411804,Beverage Distribution,(Invalid Subsector ID),5140,Groceries and related products - wholesale,Public Company,30101020,Grocery and Related Product Merchant Wholesalers (4244)
NasdaqGS:CMPR,Cimpress N.V. (NasdaqGS:CMPR),Diversified Support Services ,Office Services & Supplies ,Business services (7389),"Pens, pencils, and other artists' materials (3950)",Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7330,"Mailing, reproduction, commercial art and photo, and stenographic services",Public Company,45101010,Specialized Design Services (5414)
NasdaqGS:JOBS,"51job, Inc. (NasdaqGS:JOBS)",Human Resource & Employment Services ,Human Resource & Employment Services ,Employment agencies (7361),Employment agencies (7361),Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services,3113300,Executive Placing Services,(Invalid Subsector ID),7361,Employment agencies,Public Company,20202010,Professional Employer Organizations (561330)
NasdaqGS:SLAB,Silicon Laboratories Inc. (NasdaqGS:SLAB),Semiconductors ,Semiconductors ,Semiconductors and related devices (3674),Semiconductors and related devices (3674),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,8212100,Analog and Mixed Signal,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301020,Semiconductor and Related Device Manufacturing (334413)
NYSE:PEN,"Penumbra, Inc. (NYSE:PEN)",Health Care Equipment ,Health Care Supplies ,Surgical and medical instruments (3841),Surgical appliances and supplies (3842),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021100,Medical Equipment,(Invalid Subsector ID),3841,Surgical and medical instruments,Public Company,35101010,Surgical and Medical Instrument Manufacturing (339112)
NYSE:ENR,"Energizer Holdings, Inc. (NYSE:ENR)",Electrical Components & Equipment ,0,"Miscellaneous electrical machinery, equipment, and supplies (3690)",Electric lighting and wiring equipment (3640),Consumer Staples,Household and Personal Products,Household Products,Household Products,0,0,(Invalid Subsector ID),3690,"Miscellaneous electrical machinery, equipment, and supplies",Public Company,30301010,Other Electrical Equipment and Component Manufacturing (3359)
NYSE:TPX,"Tempur Sealy International, Inc. (NYSE:TPX)",Home Furnishings ,Homefurnishing Retail ,Mattresses and bedsprings (2515),Furniture stores (5712),Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Home Furnishings,4112300,Mattresses and Beds,(Invalid Subsector ID),2510,Household furniture,Public Company,25201020,Mattress Manufacturing (337910)
NasdaqGS:BECN,"Beacon Roofing Supply, Inc. (NasdaqGS:BECN)",Trading Companies & Distributors ,0,"Hardware, and plumbing and heating equipment and supplies - wholesale (5070)",0,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,4411400,Building Product Distribution,(Invalid Subsector ID),5030,Lumber and other construction materials - wholesale,Public Company,20107010,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers (4237)"
NasdaqGS:JUNO,"Juno Therapeutics, Inc. (NasdaqGS:JUNO)",Biotechnology ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical and Medicine Manufacturing (32541)
NYSE:BID,Sotheby's (NYSE:BID),Consumer Finance ,Consumer Finance ,Personal credit institutions (6141),Personal credit institutions (6141),Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,9551723,Consumer Auction Services,(Invalid Subsector ID),7389,Business services,Public Company,25302020,Nondepository Credit Intermediation (5222)
NYSE:PBI,Pitney Bowes Inc. (NYSE:PBI),Office Services & Supplies ,Application Software ,Office machines (3579),Prepackaged software (7372),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Office Services and Supplies,0,0,(Invalid Subsector ID),3579,Office machines,Public Company,20201060,Other Commercial and Service Industry Machinery Manufacturing (333318)
NasdaqGS:PDCE,"PDC Energy, Inc. (NasdaqGS:PDCE)",Oil & Gas Refining & Marketing ,0,Petroleum products (5172),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) (424720)
TSX:STN,Stantec Inc. (TSX:STN),Construction & Engineering ,Research & Consulting Services ,Engineering services (8711),Management and public relations services (8740),Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,3115600,Consulting Services,(Invalid Subsector ID),8711,Engineering services,Public Company,20202020,Engineering Services (541330)
NYSE:ORA,"Ormat Technologies, Inc. (NYSE:ORA)",Renewable Electricity ,Renewable Electricity ,Electric services (4910),Electric services (4911),Utilities,Utilities,Independent Power and Renewable Electricity Producers,Renewable Electricity,0,0,(Invalid Subsector ID),4911,Electric services,Public Company,55105020,Geothermal Electric Power Generation (221116)
NYSE:KNX,"Knight Transportation, Inc. (NYSE:KNX)",Trucking ,0,"Trucking and courier services, except air (4210)",0,Industrials,Transportation,Road and Rail,Trucking,3242100,Road Transportation of Freight,(Invalid Subsector ID),4213,"Trucking, except local",Public Company,20304020,Truck Transportation (484)
NYSE:ASGN,"On Assignment, Inc. (NYSE:ASGN)",IT Consulting & Other Services ,Research & Consulting Services ,Computer related services (7379),Management and public relations services (8740),Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services,3113300,Executive Placing Services,(Invalid Subsector ID),7363,Help supply services,Public Company,20202010,Computer Systems Design and Related Services (5415)
NYSE:PSTG,"Pure Storage, Inc. (NYSE:PSTG)","Technology Hardware, Storage and Peripherals ",Data Processing & Outsourced Services ,Computer storage devices (3572),Data processing and preparation (7374),Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",8122100,Data Storage,(Invalid Subsector ID),3572,Computer storage devices,Public Company,45202030,Computer Storage Device Manufacturing (334112)
NYSE:NWE,Northwestern Corporation (NYSE:NWE),Electric Utilities ,0,Electric services (4911),0,Utilities,Utilities,Multi-Utilities,Multi-Utilities,0,0,(Invalid Subsector ID),4931,Electric and other services combined,Public Company,55103010,Fossil Fuel Electric Power Generation (221112)
NasdaqGS:PODD,Insulet Corporation (NasdaqGS:PODD),Health Care Equipment ,Health Care Distributors ,"Surgical, medical, and dental instruments and supplies (3840)",Medical and hospital equipment (5047),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021200,Therapeutic Devices,(Invalid Subsector ID),3845,Electromedical equipment,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:AEIS,"Advanced Energy Industries, Inc. (NasdaqGS:AEIS)",Semiconductor Equipment ,Electronic Components ,Special industry machinery (3559),Electronic components and accessories (3670),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3679,Electronic components ,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:BYD,Boyd Gaming Corporation (NYSE:BYD),Casinos & Gaming ,Casinos & Gaming ,Amusement and recreation (7999),Amusement and recreation (7999),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Casinos and Gaming,4211100,Casinos,(Invalid Subsector ID),7990,Miscellaneous amusement and recreation services,Public Company,25301010,Casinos (except Casino Hotels) (713210)
NYSE:NAV,Navistar International Corporation (NYSE:NAV),Auto Parts & Equipment ,0,Motor vehicle parts and accessories (3714),0,Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,4021140,Buses,(Invalid Subsector ID),3711,Motor vehicles and car bodies,Public Company,20106010,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing (33631)
TSX:OSB,Norbord Inc. (TSX:OSB),Paper Products ,0,Paper and allied products (2600),0,Materials,Materials,Paper and Forest Products,Forest Products,2061400,Wood Products,(Invalid Subsector ID),2400,"Lumber and wood products, except furniture",Public Company,15105010,Paper Manufacturing (322)
NYSE:NYT,The New York Times Company (NYSE:NYT),Publishing ,Publishing ,"Printing, publishing, and allied industries (2700)",Miscellaneous publishing (2741),Consumer Discretionary,Media,Media,Publishing,4314100,Printed Media Publishing,(Invalid Subsector ID),2711,Newspapers,Public Company,25401040,"Newspaper, Periodical, Book, and Directory Publishers (5111)"
NYSE:GEF,"Greif, Inc. (NYSE:GEF)",Forest Products ,Real Estate Development ,Timber tracts (811),Land subdividers and developers (6550),Materials,Materials,Containers and Packaging,Metal and Glass Containers,2041010,Metal Packaging,(Invalid Subsector ID),2650,Paperboard containers and boxes,Public Company,15103010,Forestry and Logging (113)
NasdaqGS:IRWD,"Ironwood Pharmaceuticals, Inc. (NasdaqGS:IRWD)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35201010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGS:WMGI,Wright Medical Group N.V. (NasdaqGS:WMGI),Health Care Equipment ,0,"Surgical, medical, and dental instruments and supplies (3840)",0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021200,Therapeutic Devices,(Invalid Subsector ID),3842,Surgical appliances and supplies,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:ACIW,"ACI Worldwide, Inc. (NasdaqGS:ACIW)",0,0,0,0,Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45103010,0
NasdaqGS:PZZA,"Papa John's International, Inc. (NasdaqGS:PZZA)",Restaurants ,0,Eating places (5812),0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,4214100,Full Service Restaurants,(Invalid Subsector ID),5812,Eating places,Public Company,25301040,Limited-Service Restaurants (722513)
NYSE:WCC,"WESCO International, Inc. (NYSE:WCC)",Trading Companies & Distributors ,Trading Companies & Distributors ,Electrical apparatus and equipment (5063),Lumber and other construction materials - wholesale (5030),Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,4411300,Construction Material Distribution,(Invalid Subsector ID),5063,Electrical apparatus and equipment,Public Company,20107010,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers (423610)"
NasdaqGS:FFIN,"First Financial Bankshares, Inc. (NasdaqGS:FFIN)",Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:RARE,Ultragenyx Pharmaceutical Inc. (NasdaqGS:RARE),Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:FCFS,"FirstCash, Inc. (NYSE:FCFS)",Consumer Finance ,0,Personal credit institutions (6141),0,Financials,Diversified Financials,Consumer Finance,Consumer Finance,7121100,Personal Credit Agencies,(Invalid Subsector ID),5900,Miscellaneous retail,Public Company,40202010,Nondepository Credit Intermediation (5222)
NasdaqGS:JACK,Jack in the Box Inc. (NasdaqGS:JACK),Restaurants ,Automotive Retail ,Eating places (5812),Gasoline service stations (5541),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,4214200,Limited Service Restaurants,(Invalid Subsector ID),5812,Eating places,Public Company,25301040,Limited-Service Restaurants (722513)
NYSE:DM,"Dominion Energy Midstream Partners, LP (NYSE:DM)",Oil & Gas Storage & Transportation ,0,"Pipelines, except natural gas (4610)",0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),4922,Natural gas transmission,Public Company,10102040,Pipeline Transportation of Natural Gas (486210)
NYSE:UNF,UniFirst Corporation (NYSE:UNF),0,0,0,0,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services,9551754,Commercial Rental and Leasing Services,(Invalid Subsector ID),2300,Apparel and other finished products made from fabrics and similar materials,Public Company,20201070,0
NasdaqGS:CBPO,"China Biologic Products, Inc. (NasdaqGS:CBPO)",0,0,0,0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,6111850,Biological Products,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,0
NasdaqGS:AGIO,"Agios Pharmaceuticals, Inc. (NasdaqGS:AGIO)",Biotechnology ,0,Biological products except diagnostic (2836),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:ZEN,"Zendesk, Inc. (NYSE:ZEN)",Application Software ,Internet Software & Services ,Prepackaged software (7372),Information retrieval services (7375),Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45103010,Software Publishers (511210)
NYSE:CBU,"Community Bank System, Inc. (NYSE:CBU)",Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment offices (6720),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
