month,raw_string,spend,company_name,symbol
2015-10-01,RITE AID STORE - 0597,530,Rite Aid,RAD
2014-06-01,SONIC DRIVE IN #4694,1428,Sonic Corp.,SONC
2014-04-01,PF STUART,204,Planet Fitness,PLNT
2014-11-01,WINGSTOP #254      US,3203,Wingstop,WING
2013-12-01,T MOBILE 9607,1717,T-Mobile,TMUS
2014-01-01,RUBY TUESDAY #7494,721,Ruby Tuesday,RT
2013-11-01,SALLY BEAUTY #3390,492,Sally Beauty Supply,SBH
2014-11-01,FRANCESCA'S #308,948,Francesca's,FRAN
2015-08-01,AUTOZONE #3147,1633,Autozone,AZO
2015-12-01,FAMILY DOLLAR #8430,159,Family Dollar,DLTR
2016-07-01,TARGET        00021444,27525,Target Corporation,TGT
2016-06-01,APPLEBEES 804662280466,1047,Applebee's Neighborhood Bar & Grill,DIN
2014-06-01,MARRIOTT 337H7 MINN - F/B,1038,Marriott Hotels,MAR
2016-02-01,CVS/PHARMACY #02507,5262,CVS Pharmacy,CVS
2015-06-01,MCDONALD'S F33494,313,McDonalds Corporation,MCD
2014-11-01,WENDY'S  #0914,84,Wendy's,WEN
2015-03-01,THE HOME DEPOT 6611,219747,Home Depot,HD
2016-03-01,BASKIN #336761     Q35,301,Baskin-Robbins,DNKN
2014-12-01,KWIK SHOP #0786    Q79,5229,Kwik Shop,KR
2015-11-01,ROSS STORES #1227,3376,"Ross Stores, Inc.",ROST
2016-02-01,B&N @ ENMU,1251,Barnes & Noble Booksellers,BKS
2015-02-01,WM SUPERCENTER #5146,10028,"Wal-Mart Stores, Inc.",WMT
2015-08-01,MCDONALD S F10540,263,McDonalds Corporation,MCD
2015-05-01,FIVE BELOW 228,1701,FIVE BELOW INC.,FIVE
2015-10-01,DUNKIN #349831     Q35,664,Dunkin' Donuts,DNKN
2014-09-01,KMART 4439,1288,K Mart,SHLD
2014-09-01,KMART 4439,1288,K Mart,SHLD
2014-01-01,JACK IN THE BOX 651,241,Jack in the Box Inc.,JACK
2014-07-01,BURGER KING #39,227,Burger King,QSR-TSE
2014-12-01,KFC J625036   21050364,246,KFC,YUM
2015-02-01,BATH & BODY WORKS 1428,851,Bath & Body Works,LB
2016-07-01,CHIPOTLE 1027,2004,Chipotle,CMG
2014-06-01,WM SUPERCENTER #2643,70568,"Wal-Mart Stores, Inc.",WMT
2013-12-01,JACK IN THE BOX 6803,312,Jack in the Box Inc.,JACK
2015-02-01,GAMESTOP #7709,3009,Gamestop,GME
2015-12-01,DISNEY STORE #615,1200,Disney,DIS
2014-09-01,CHILI'S MIDWEST CITY,642,Chili's Grill & Bar,EAT
2013-12-01,STARBUCKS LS M10151504,871,Starbuck's,SBUX
2014-05-01,MCDONALD`S F12865,242,McDonalds Corporation,MCD
2013-12-01,PUBLIX #895,17073,Publix Super Markets,PUSH
2014-07-01,HOMEGOODS # 0557,3286,HomeGoods,TJX
2016-07-01,STARBUCKS STORE 10253,1832,Starbuck's,SBUX
2015-11-01,RITE AID STORE - 11448,3088,Rite Aid,RAD
2015-04-01,THE HOME DEPOT 373,6751,Home Depot,HD
2016-05-01,TEXAS ROADHOUSE #2405,1552,"Texas Roadhouse, Inc.",TXRH
2014-05-01,CVSPHARMACY #7713  Q03,2658,CVS Pharmacy,CVS
2014-04-01,SALLY BEAUTY #0755,1632,Sally Beauty Supply,SBH
2014-04-01,MURPHY6612ATWALMRT,1440,"Murphy USA, Inc.",MUSA
2015-03-01,DUNKIN #349815       Q35,177,Dunkin' Donuts,DNKN
2015-11-01,VONS     STORE00017954,75348,Vons,Alberstons
2013-11-01,LOWES #00319*,97146,Lowe's,LOW
2013-11-01,WAL-MART #0327,2992,"Wal-Mart Stores, Inc.",WMT
2013-11-01,WAL-MART #0327,2992,"Wal-Mart Stores, Inc.",WMT
2015-02-01,VICTORIA'S SECRET 1088,643,Victoria's Secret,LB
2015-06-01,GNC #7962          US,977,GNC,GNC
2015-10-01,PIZZA HUT 7353,4304,Pizza Hut,YUM
2014-02-01,WALGREENS #11345,1490,Walgreens,WBA
2015-02-01,MCDONALD`S F23548,300,McDonalds Corporation,MCD
2016-04-01,ULTA #84,13143,"Ulta Salon, Cosmetics & Fragrance, Inc.",ULTA
2016-04-01,PAPA JOHN'S #01334,442,"Papa John's International, Inc.",PZZA
2015-11-01,MCDONALDS  F5200,99,McDonalds Corporation,MCD
2016-03-01,ADVANCE AUTO PARTS #9374,742,Advance Auto Parts,AAP
2015-09-01,BURGER KING #10899,768,Burger King,QSR-TSE
2014-06-01,PANERA BREAD #03875,451,Panera Bread Company,PNRA
2015-11-01,KFC #489,395,KFC,YUM
2016-07-01,EXPRESS#0762,6542,Express,EXPR
2015-01-01,WM SUPERCENTER #4600,26144,"Wal-Mart Stores, Inc.",WMT
2016-07-01,DUNKIN #336991     Q35,716,Dunkin' Donuts,DNKN
2014-04-01,MCDONALD'S F1838,320,McDonalds Corporation,MCD
2014-01-01,BUY BUY BABY #3038,4824,buybuy Baby,BBBY
2014-02-01,PF SAN BERNARDINO,1080,Planet Fitness,PLNT
2016-04-01,MCDONALD'S F113,193,McDonalds Corporation,MCD
2015-04-01,PIZZA HUT #27080   US,735,Pizza Hut,YUM
2015-09-01,BURGER KING #14716,413,Burger King,QSR-TSE
2014-06-01,STAPLES       00103408,1354,Staples,SPLS
2015-04-01,WENDYS-BURBANK 4023,2065,Wendy's,WEN
2015-02-01,WHITE HOUSE BLK MKT #3234,7533,White House Black Market,CHS
2015-12-01,CVS/PHARMACY #03952,9050,CVS Pharmacy,CVS
2014-08-01,MARRIOTT CHIC/NAPERVL F&B,303,Marriott Hotels,MAR
2016-04-01,WESTIN KAANAPALI OCN RST,50762,Westin,MAR
2016-04-01,WESTIN KAANAPALI OCN RST,50762,Westin,HOT
2014-05-01,ALBERTSONS #0985       PHOENIX      AZUS,2573,Alberstons,Alberstons
2015-02-01,PAPA JOHN'S #02457.COM,468,"Papa John's International, Inc.",PZZA
2015-02-01,PANERA BREAD #1241,983,Panera Bread Company,PNRA
2014-06-01,WALGREENS #10997,10725,Walgreens,WBA
2014-09-01,KING SOOPERS #0199,2175,King Soopers,KR
2015-08-01,WAL-MART #5722,887,"Wal-Mart Stores, Inc.",WMT
2015-03-01,CVS/PHARMACY #09715 00000,838,CVS Pharmacy,CVS
2015-03-01,TACO BELL #2885,591,Taco Bell,YUM
2015-01-01,PANERA BREAD #3093,2672,Panera Bread Company,PNRA
2015-05-01,THE CHILDRENS PLACE #1939,454,"Children's Place, Inc.",PLCE
2015-05-01,RED ROBIN 568,2039,Red Robin Gourmet Burgers,RRGB
2015-10-01,WAL-MART #3198,8460,"Wal-Mart Stores, Inc.",WMT
2014-11-01,CVS/PHARMACY #09549,3868,CVS Pharmacy,CVS
2015-06-01,MCDONALD'S F28408,479,McDonalds Corporation,MCD
2013-12-01,DOLLAR-GENERAL #9201,1048,Dollar General Corporation,DG
2014-05-01,CVS PHARMACY #227,2555,CVS Pharmacy,CVS
2015-08-01,ROSS STORES #336,6935,"Ross Stores, Inc.",ROST
2014-11-01,BOJANGLES 799 0100799,1332,Bojangles,BOJA
2016-03-01,SHOE CARNIVAL 521,1464,"Shoe Carnival, Inc.",SCVL
2014-11-01,WALGREENS #3626,5721,Walgreens,WBA
2014-11-01,ADVANCE AUTO PARTS #4180,865,Advance Auto Parts,AAP
2015-05-01,HOLLISTER #404,1929,Hollister Co.,ANF
2015-09-01,MURPHY7469ATWALMRT,6426,"Murphy USA, Inc.",MUSA
2015-01-01,FAMILY DOLLAR #1990,398,Family Dollar,DLTR
2015-12-01,CARMAX #7806,6954,CarMax,KMX
2015-01-01,KFC H830015   12800157,519,KFC,YUM
2015-05-01,MICHAELS STORES 4824,6181,"Michaels Cos., Inc.",MIK
2013-11-01,PAPA JOHN'S #02321,325,"Papa John's International, Inc.",PZZA
2014-05-01,DICK'S SPORTINGGOODS #3,3432,"Dick's Sporting Goods, Inc.",DKS
2015-02-01,TRADER JOE'S #115  QPS,76306,Trader Joe's,Aldi
2016-04-01,WALGREENS #9015,904,Walgreens,WBA
2013-11-01,DOMINO'S 8062      US,1117,"Domino's Pizza, Inc.",DPZ
2014-08-01,WENDY'S #1563,5368,Wendy's,WEN
2013-12-01,APPLEBEES 079097579742,434,Applebee's Neighborhood Bar & Grill,DIN
2014-12-01,PIZZA HUT 027625,818,Pizza Hut,YUM
2014-11-01,BRIO CHERRY CREEK,9554,BRIO Tuscan Grille,BBRG
2016-01-01,VAN HEUSEN #398,2001,Van Heusen,PVH
2015-08-01,HILTON HOTEL BLOOMINGTON,11021,Hilton Hotels & Resorts,HLT
2015-11-01,DENNY'S #8648,1694,Denny's,DENN
2014-01-01,BUFFALO WILD WINGS 0039,3834,Buffalo Wild Wings,BWLD
2015-12-01,STEVE MADDEN #110,2698,Steven,SHOO
2014-05-01,QUALITY INN & STES,2072,Quality,CHH
2013-11-01,GAP KIDS #9364,4687,Gapkids,GPS
2014-10-01,TRADER JOE'S #530 QPS,2684,Trader Joe's,Aldi
2015-02-01,WM SUPERCENTER #3610,1134,"Wal-Mart Stores, Inc.",WMT
2016-07-01,MCDONALD'S F4163,2494,McDonalds Corporation,MCD
2015-10-01,CVS/PHARMACY #03066,4920,CVS Pharmacy,CVS
2015-02-01,JUSTICE #0193,808,Justice,ASNA
2014-10-01,MURPHY7379ATWALMRT,2344,"Murphy USA, Inc.",MUSA
2015-03-01,ADVANCE AUTO PARTS #7527,1087,Advance Auto Parts,AAP
2015-11-01,GAMESTOP #5186,5250,Gamestop,GME
2016-07-01,WENDY'S #2603,144,Wendy's,WEN
2013-11-01,FRANCESCA'S #331,297,Francesca's,FRAN
2015-04-01,MCDONALD`S F34268,500,McDonalds Corporation,MCD
2015-05-01,CIRCLE K # 01682,1375,Circle K,ATD.B-TSE
2014-09-01,TACO BELL 002100212720,159,Taco Bell,YUM
2014-07-01,LOWES #02778*,42864,Lowe's,LOW
2015-09-01,BASKIN #361296     Q35,212,Baskin-Robbins,DNKN
2015-05-01,DILLARD'S 387 FAYETTE MAL,8350,"Dillard's, Inc.",DDS
2016-06-01,STARBUCKS #27299 EUGENE,795,Starbuck's,SBUX
2014-10-01,DOLLAR-GENERAL #7667,265,Dollar General Corporation,DG
2013-12-01,JACK IN THE BOX #0740,111,Jack in the Box Inc.,JACK
2015-08-01,HAMPTON LIQUORS,767,Hampton by Hilton,HLT
2014-07-01,STAPLES       00103556,3685,Staples,SPLS
2015-12-01,KROGER #712,7177,Kroger Fuel,KR
2015-12-01,KROGER #712,7177,Kroger,KR
2015-08-01,AT&T V500 10080    US,906,AT&T,T
2015-10-01,OREILLY AUTO  00027342,2317,"O Reilly Automotive, Inc.",ORLY
2015-07-01,ZUMIEZ #097,1656,Zumiez,ZUMZ
2015-03-01,DENNY'S #8874,734,Denny's,DENN
2016-03-01,GAMESTOP #534,3886,Gamestop,GME
2015-08-01,KMART 4007,7355,K Mart,SHLD
2015-08-01,KMART 4007,7355,K Mart,SHLD
2014-09-01,DOLRTREE 2922 00029223,825,Dollar Tree,DLTR
2015-04-01,FOOD LION #1555,5486,Food Lion,AD-AMS
2014-08-01,KFC C815003   09350034,7449,KFC,YUM
2015-12-01,ROSS STORES #216,18602,"Ross Stores, Inc.",ROST
2015-12-01,GAP US 8906,2074,The GAP,GPS
2016-06-01,RITE AID STORE - 11119,5231,Rite Aid,RAD
2015-10-01,MCDONALD'S F4635,445,McDonalds Corporation,MCD
2014-10-01,DOLRTREE 708  00007088,401,Dollar Tree,DLTR
2016-07-01,BURGER KING #12979,356,Burger King,QSR-TSE
2014-04-01,STARBUCKS #13596 BAKERSFI,391,Starbuck's,SBUX
2015-05-01,TACO BELL #31459,282,Taco Bell,YUM
2014-12-01,FAMILY DOLLAR #6699,929,Family Dollar,DLTR
2016-03-01,DOLRTREE 2154 00021543,463,Dollar Tree,DLTR
2016-06-01,CVS/PHARMACY #00144,628,CVS Pharmacy,CVS
2015-08-01,FAMOUS FOOTWEAR #142265,1616,Famous Footwear,CAL
2015-07-01,WAL-MART #3864,27629,"Wal-Mart Stores, Inc.",WMT
2016-01-01,WENDYS  #004,605,Wendy's,WEN
2014-06-01,KING SOOPERS #0101,84509,King Soopers,KR
2014-01-01,CVS PHARMACY #3172 Q03,1282,CVS Pharmacy,CVS
2016-02-01,SONIC DRIVE IN #1751,340,Sonic Corp.,SONC
2015-04-01,DOLLAR GENERAL # 12157,484,Dollar General Corporation,DG
2015-09-01,DOLLAR GENERAL #13299,1086,Dollar General Corporation,DG
2014-10-01,BOJANGLES 940 01009406,274,Bojangles,BOJA
2016-06-01,CARTER'S #509,415,"Carter's, Inc.",CRI
2014-02-01,WENDY'S #4177,699,Wendy's,WEN
2015-12-01,101 PIERCING LLC,1444,Piercing Pagoda,SIG
2014-11-01,WENDY'S #8107,356,Wendy's,WEN
2015-10-01,THE CHILDRENS PLACE 1441,567,"Children's Place, Inc.",PLCE
2015-05-01,FAMILY DOLLAR #5138,234,Family Dollar,DLTR
2016-04-01,DISNEY STORE #330,2224,Disney,DIS
2013-11-01,DOLLAR GENERAL #107US,1213,Dollar General Corporation,DG
2014-10-01,RITE AID STORE #,1079,Rite Aid,RAD
2015-01-01,CVS/PHARMACY #07983,2692,CVS Pharmacy,CVS
2016-04-01,SKECHERS-USA #286,4404,"Skechers U.S.A., Inc. Class A",SKX
2016-06-01,BEBE STORE INC #95,7000,bebe,BEBE
2015-05-01,TACO BELL #031394,153,Taco Bell,YUM
2015-10-01,DOLRTREE 5507 00055079,700,Dollar Tree,DLTR
2014-07-01,WALGREENS #11696,4274,Walgreens,WBA
2014-01-01,CHILI'S SACRAMENTO,3276,Chili's Grill & Bar,EAT
2015-07-01,MURPHY5697ATWALMRT,660,"Murphy USA, Inc.",MUSA
2015-11-01,BJ'S RESTAURANTS 529,6881,BJ's Restaurant & Brewery,BJRI
2015-10-01,HANNAFORD #8246,5551,Hannaford,AD-AMS
2015-04-01,SAFEWAY FUEL  10026458,5361,Safeway,Alberstons
2015-11-01,DOLLAR GENERAL #10129,670,Dollar General Corporation,DG
2014-03-01,REGAL LAREDO STADIUM 14,1297,Regal Cinemas,RGC
2015-03-01,PUBLIX # 1009,20164,Publix Super Markets,PUSH
2013-11-01,DOMINO'S 3045,952,"Domino's Pizza, Inc.",DPZ
2016-07-01,TIM HORTONS #911152,179,Tim Hortons,QSR-TSE
2016-02-01,DUNKIN #300841     Q35,278,Dunkin' Donuts,DNKN
2016-05-01,DOLLAR GENERAL #11085,527,Dollar General Corporation,DG
2014-03-01,KMART 9267,3863,K Mart,SHLD
2014-03-01,KMART 9267,3863,K Mart,SHLD
2014-03-01,KMART 9267,3863,Kmart Pharmacy,SHLD
2015-06-01,LUCKY #723 LOS ALTOS,5701,Lucky,Alberstons
2015-05-01,MCDONALD'S F2051,2356,McDonalds Corporation,MCD
2016-06-01,WINGSTOP 0428      US,2896,Wingstop,WING
2016-07-01,STARBUCKS #03231 SEATTLE,747,Starbuck's,SBUX
2014-08-01,WHOLEFDS CHT 10409,9040,"Whole Foods Market, Inc.",WFM
2015-02-01,KMART 3929,900,K Mart,SHLD
2015-02-01,KMART 3929,900,K Mart,SHLD
2015-02-01,KMART 3929,900,Kmart Pharmacy,SHLD
2014-03-01,FRANCESCA'S #399,2571,Francesca's,FRAN
2016-07-01,WINGSTOP 1109,148,Wingstop,WING
2014-07-01,WAL-MART #2129,10062,"Wal-Mart Stores, Inc.",WMT
2015-12-01,FRANCESCA'S #216,5108,Francesca's,FRAN
2014-04-01,DOMINO S 3786,890,"Domino's Pizza, Inc.",DPZ
2015-01-01,INGLES MARKETS #61,5109,Ingles Markets,IMKTA
2015-06-01,TA #194 RESTAURANT,359,TA,TA
2015-11-01,CVS/PHARMACY #06087,456,CVS Pharmacy,CVS
2014-03-01,DOLRTREE 3480 00034801,1111,Dollar Tree,DLTR
2015-12-01,CASEYS GEN STORE 1344,526,"Caseys General Stores, Inc",CASY
2014-08-01,STARBUCKS #13907 CORPUS C,771,Starbuck's,SBUX
2014-10-01,ADVANCE AUTO PARTS #6784,854,Advance Auto Parts,AAP
2015-04-01,DUNKIN #348768     Q35,204,Dunkin' Donuts,DNKN
2015-09-01,STARBUCKS #08732 PANAMA C,6575,Starbuck's,SBUX
2016-07-01,MCDONALD'S F4884,791,McDonalds Corporation,MCD
2016-03-01,SAFEWAY  STORE00002576 PHOENIX      AZUS,1072,Safeway,Alberstons
2013-12-01,GAMESTOP #3993,2197,Gamestop,GME
2014-05-01,OREILLY AUTO  00011395,475,"O Reilly Automotive, Inc.",ORLY
2014-01-01,HANNAFORD #8329,7390,Hannaford,AD-AMS
2015-04-01,BEST BUY      00009720,34952,Best Buy,BBY
2014-03-01,TRACTOR-SUPPLY-CO #0647,1072,Tractor Supply Company,TSCO
2014-12-01,DOLLAR GENERAL #11205,1938,Dollar General Corporation,DG
2014-01-01,DOLRTREE 3134 00031344,566,Dollar Tree,DLTR
2014-11-01,THE HOME DEPOT 6331,20361,Home Depot,HD
2015-11-01,KFC G979013   32790131,336,KFC,YUM
2016-06-01,TACO BELL #023184,1134,Taco Bell,YUM
2015-09-01,PIZZA HUT 31620316251,186,Pizza Hut,YUM
2016-07-01,FAMILY DOLLAR #1428,575,Family Dollar,DLTR
2014-08-01,SAMS CLUB  8278,1549,Sam's Club,WMT
2015-06-01,STAPLES       0010,1837,Staples,SPLS
2015-09-01,MCDONALD'S F11569,2313,McDonalds Corporation,MCD
2015-06-01,AT&T 0237,2867,AT&T,T
2016-02-01,VICTORIA'S SECRET 0770,1540,Victoria's Secret,LB
2014-04-01,OREILLY AUTO  00028597,3172,"O Reilly Automotive, Inc.",ORLY
2014-09-01,RITE AID STORE 6243,2418,Rite Aid,RAD
2015-02-01,CRACKER BARREL #443 CORYD,1817,"Cracker Barrel Old Country Store, Inc.",CBRL
2015-06-01,BUFFALO WILD WINGS 0365ENGLEWOOD    OHUS,800,Buffalo Wild Wings,BWLD
2016-06-01,CVS/PHARMACY #09737,11623,CVS Pharmacy,CVS
2014-11-01,TACO BELL #029563,1273,Taco Bell,YUM
2013-11-01,OUTBACK 4119,3778,Outback Steakhouse,BLMN
2015-10-01,TUESDAY MORNING # 0747,2675,Tuesday Morning,TUES
2014-01-01,THE HOME DEPOT #1706,25525,Home Depot,HD
2013-12-01,KFC D212053   27720531,546,KFC,YUM
2014-11-01,THE HOME DEPOT #1532,92464,Home Depot,HD
2014-12-01,SAFEWAY  STORE00015602,33145,Safeway,Alberstons
2016-03-01,STARBUCKS #14136 BRUN,264,Starbuck's,SBUX
2014-09-01,MURPHY EXPRESS 8556,11588,"Murphy USA, Inc.",MUSA
2015-11-01,MCDONALD'S M4332 OF FL,1428,McDonalds Corporation,MCD
2016-01-01,TARGET SPARKS SOUTH 2472,1149,Target Corporation,TGT
2013-12-01,OFFICE DEPOT #2362,5382,Office Depot,ODP
2016-01-01,KROGER FUEL #9502,1180,Kroger Fuel,KR
2015-08-01,TACO BELL #17975,110,Taco Bell,YUM
2014-09-01,PIZZA HUT #1308,2462,Pizza Hut,YUM
2014-11-01,CASEYS GEN STORE 2006,1549,"Caseys General Stores, Inc",CASY
2015-05-01,WAL-MART #1557,12247,"Wal-Mart Stores, Inc.",WMT
2014-09-01,SHERATON NORTH HOUSTON,5306,Sheraton,MAR
2014-09-01,SHERATON NORTH HOUSTON,5306,Sheraton,HOT
2016-02-01,OREILLY AUTO  00043745,653,"O Reilly Automotive, Inc.",ORLY
2014-11-01,TUESDAY MORNING # 0636,3657,Tuesday Morning,TUES
2013-11-01,AUTOZONE #4002,639,Autozone,AZO
2016-05-01,PAPA JOHN'S #00587.COM,685,"Papa John's International, Inc.",PZZA
2015-06-01,BATH & BODY WORKS 1839,2353,Bath & Body Works,LB
2016-03-01,PIZZA HUT 027224,582,Pizza Hut,YUM
2015-03-01,TRACTOR-SUPPLY-CO #0683,9428,Tractor Supply Company,TSCO
2015-09-01,STARBUCKS #08243 TUCKER,1517,Starbuck's,SBUX
2014-07-01,MURPHY6650ATWALMRT,1783,"Murphy USA, Inc.",MUSA
2015-04-01,CVS/PHARMACY #07684,842,CVS Pharmacy,CVS
2014-06-01,UNDER ARMOUR CAM,5949,Under Armour,UA
2015-08-01,OLD NAVY #6194,3934,Old Navy,GPS
2015-07-01,TACO BELL #28296,1135,Taco Bell,YUM
2015-07-01,DUNKIN #302673     Q35,119,Dunkin' Donuts,DNKN
2014-12-01,WAL-MART #0933,2232,"Wal-Mart Stores, Inc.",WMT
2014-12-01,WAL-MART #0933,2232,"Wal-Mart Stores, Inc.",WMT
2013-12-01,WALGREENS #6786,4152,Walgreens,WBA
2016-06-01,HOLLISTER #714,1089,Hollister Co.,ANF
2014-11-01,BURLNGTON STORES108,12226,"Burlington Stores, Inc.",BURL
2015-04-01,CHILI'S N. ABILENE,1939,Chili's Grill & Bar,EAT
2014-08-01,BIG LOTS STORES - #1742,2576,"Big Lots, Inc.",BIG
2014-08-01,ADVANCE AUTO PARTS #7001,2173,Advance Auto Parts,AAP
2014-07-01,NIKE OSAGE BEACH 179,11266,NIKE,NKE
2015-11-01,MCDONALD'S F16753,3071,McDonalds Corporation,MCD
2013-12-01,RAINBOW CARWASH,1496,Rainbow,SVU
2016-05-01,CASEYS GEN STORE 1702,1390,"Caseys General Stores, Inc",CASY
2016-02-01,VANS #168,1693,Vans,VFC
2015-09-01,JACK IN THE BOX #8426,265,Jack in the Box Inc.,JACK
2013-12-01,JACK IN THE BOX 286,1086,Jack in the Box Inc.,JACK
2015-12-01,FRYS FUEL #7114        PEORIA       AZUS,596,Fry's,KR
2015-06-01,CVS/PHARMACY #04267,4397,CVS Pharmacy,CVS
2013-11-01,MCDONALD'S M4855,2578,McDonalds Corporation,MCD
2015-12-01,BURGER KING #2236,327,Burger King,QSR-TSE
2014-04-01,STARBUCKS #02710 OMAHA,1152,Starbuck's,SBUX
2015-11-01,CALVIN KLEIN #064,2077,Calvin Klein,PVH
2016-05-01,COMFORT SUITES LAKE WO,1709,Comfort Suites,CHH
2015-06-01,DOLRTREE 211  00002113,864,Dollar Tree,DLTR
2014-06-01,TRADER JOE'S #155 QPS,21113,Trader Joe's,Aldi
2016-01-01,SONIC DRIVE IN #5272,292,Sonic Corp.,SONC
2015-04-01,CVS/PHARMACY #03379,790,CVS Pharmacy,CVS
2015-05-01,CRACKER BARREL #572,1625,"Cracker Barrel Old Country Store, Inc.",CBRL
2014-08-01,FREDS         00025080,444,"Fred's, Inc.",FRED
2014-02-01,CVS PHARMACY #4292 Q03,6105,CVS Pharmacy,CVS
2015-01-01,WM SUPERCENTER #2048,33773,"Wal-Mart Stores, Inc.",WMT
2014-11-01,BURGER KING #6662,193,Burger King,QSR-TSE
2015-04-01,AUTOZONE #5565,2190,Autozone,AZO
2015-11-01,THE BUCKLE #275,6686,"Buckle, Inc.",BKE
2015-02-01,BIG LOTS STORES - #0507,2832,"Big Lots, Inc.",BIG
2016-03-01,THE CHILDRENS PLACE,4277,"Children's Place, Inc.",PLCE
2015-06-01,OFFICE DEPOT #2268,1820,Office Depot,ODP
2016-03-01,PEEBLES #5059,1348,Peebles,SSI
2016-02-01,APPLEBEES 963201633122,7722,Applebee's Neighborhood Bar & Grill,DIN
2014-09-01,DOMINO'S 5540,1028,"Domino's Pizza, Inc.",DPZ
2014-04-01,BI-LO GROCERY #5246,3859,BI-LO,SEG
2013-12-01,MCDONALD'S F5535,2897,McDonalds Corporation,MCD
2014-06-01,KOHLS #0720,14148,Kohl's,KSS
2015-10-01,TACO BELL #28441,675,Taco Bell,YUM
2014-11-01,CVS/PHARMACY #01275,2309,CVS Pharmacy,CVS
2014-10-01,RITE AID STORE 3230,1875,Rite Aid,RAD
2014-02-01,BURGER KING #2347,442,Burger King,QSR-TSE
2016-06-01,CRACKER BARREL #117 NAPLE,3437,"Cracker Barrel Old Country Store, Inc.",CBRL
2016-06-01,TACO BELL #028224,305,Taco Bell,YUM
2015-11-01,OLD NAVY US 6179,2493,Old Navy,GPS
2015-10-01,JOSABANK CLOTHIERS 581,4783,Jos.A.Bank,TLRD
2014-11-01,TACO BELL #28525,665,Taco Bell,YUM
2015-05-01,MCDONALD'S F8200,2968,McDonalds Corporation,MCD
2015-03-01,DOLLAR GENERAL #12665,2402,Dollar General Corporation,DG
2016-04-01,CVS/PHARMACY #06473,611,CVS Pharmacy,CVS
2016-01-01,WINN DIXIE #2443,9445,Winn-Dixie,SEG
2016-06-01,GAMESTOP #2375,2265,Gamestop,GME
2016-07-01,BWW-3281-DOVER,810,Buffalo Wild Wings,BWLD
2014-09-01,GAP #4013/THE,958,The GAP,GPS
2014-09-01,AEROPOSTALE #717,622,Aeropostale,AROPQ
2015-02-01,DUNKIN #353489,327,Dunkin' Donuts,DNKN
2016-04-01,KATE SPADE #3062,2947,kate spade new york,KATE
2015-03-01,H&M #122,867,H&M,HM.B-OME
2015-12-01,TACO CABANA 20280,526,Taco Cabana,FRGI
2016-05-01,WS OUTLET 0192,7302,Williams-Sonoma Outlet,WSM
2014-03-01,BURGER KING #13815,740,Burger King,QSR-TSE
2016-07-01,TACO BELL #029152,743,Taco Bell,YUM
2016-04-01,STARBUCKS #22093 NORTH CH,575,Starbuck's,SBUX
2013-12-01,BURGER KING #6329,235,Burger King,QSR-TSE
2016-05-01,THE HOME DEPOT 4903,41462,Home Depot,HD
2016-07-01,WM SUPERCENTER #5332,6762,"Wal-Mart Stores, Inc.",WMT
2013-11-01,MCDONALD'S F10841,605,McDonalds Corporation,MCD
2016-05-01,TACO BELL #029976,133,Taco Bell,YUM
2014-09-01,POPEYE`S #3287,1837,"Popeyes Louisiana Kitchen, Inc.",QSR-TSE
2014-09-01,POPEYE`S #3287,1837,"Popeyes Louisiana Kitchen, Inc.",PLKI
2014-06-01,BED BATH & BEYOND #1239,2915,Bed Bath & beyond,BBBY
2014-03-01,KFC J718187   48604227,146,KFC,YUM
2015-04-01,RITE AID STORE #11347,1712,Rite Aid,RAD
2016-03-01,OUTBACK 1078,5545,Outback Steakhouse,BLMN
2015-09-01,MCDONALD'S F6382,1568,McDonalds Corporation,MCD
2015-07-01,NORDSTROM RACK #0393,13625,Nordstom Rack,JWN
2014-07-01,TRADER JOE S  747 QPS,894,Trader Joe's,Aldi
2015-02-01,GAMESTOP #1485,1773,Gamestop,GME
2016-02-01,ANN TAYLOR LOFT #1718,488,LOFT,ASNA
2014-09-01,CHRISTOPHER & BANKS #4057,789,Christopher & Banks,CBK
2016-07-01,RITE AID STORE - 10415,1941,Rite Aid,RAD
2016-02-01,ALBERTSONS #6585,27689,Alberstons,Alberstons
2016-06-01,MCDONALD'S F5779,325,McDonalds Corporation,MCD
2015-08-01,DOLRTREE 3472 00034728,814,Dollar Tree,DLTR
2016-05-01,STARBUCKS #22275 HOUSTON,564,Starbuck's,SBUX
2014-08-01,PUBLIX #1325,13355,Publix Super Markets,PUSH
2014-08-01,WALGREENS #9128,2069,Walgreens,WBA
2014-10-01,ADVANCE AUTO PARTS #9591,1093,Advance Auto Parts,AAP
2015-04-01,CVS/PHARMACY #06764,778,CVS Pharmacy,CVS
2014-07-01,BOB EVANS REST #0336,1123,Bob Evans,BOBE
2015-01-01,FAMILY DOLLAR #5307,444,Family Dollar,DLTR
2014-01-01,PIZZA H013907,355,Pizza Hut,YUM
2016-02-01,BOB EVANS REST #0377,1349,Bob Evans,BOBE
2014-08-01,COSI - #28,681,Cosi,COSI
2016-06-01,TACO BELL #027340,879,Taco Bell,YUM
2014-12-01,SOMA INTIMATES #5362,2615,Soma,CHS
2014-04-01,KFC W750217   37502176,189,KFC,YUM
2016-06-01,TACO BELL #24463,211,Taco Bell,YUM
2014-02-01,MCDONALD'S F27736,437,McDonalds Corporation,MCD
